公司代码 	公司简称 	代码	简称	上市日期	总股本	流通股本	
600165	  新日恒力	  600165	  新日恒力	  1998-05-29	  68488.38	  68488.38	  
600166	  福田汽车	  600166	  福田汽车	  1998-06-02	  667013.13	  667013.13	  
600167	  联美控股	  600167	  联美控股	  1999-01-28	  228811.95	  228811.95	  
600168	  武汉控股	  600168	  武汉控股	  1998-04-27	  70956.97	  70956.97	  
600169	  太原重工	  600169	  太原重工	  1998-09-04	  256395.50	  256395.50	  
600170	  上海建工	  600170	  上海建工	  1998-06-23	  890439.77	  848690.99	  
600171	  上海贝岭	  600171	  上海贝岭	  1998-09-24	  70384.07	  67380.78	  
600172	  黄河旋风	  600172	  黄河旋风	  1998-11-26	  145140.97	  114454.34	  
600173	  卧龙地产	  600173	  卧龙地产	  1999-04-15	  70111.82	  69980.42	  
600175	  美都能源	  600175	  美都能源	  1999-04-08	  357648.88	  357648.88	  
600176	  中国巨石	  600176	  中国巨石	  1999-04-22	  350230.68	  350230.68	  
600177	  雅戈尔	  600177	  雅戈尔	  1998-11-19	  501402.63	  501402.63	  
600178	  东安动力	  600178	  东安动力	  1998-10-14	  46208.00	  46208.00	  
600179	  ST安通	  600179	  ST安通	  1998-11-04	  148697.99	  67363.94	  
600180	  瑞茂通	  600180	  瑞茂通	  1998-07-03	  101647.75	  101647.75	  
600182	  S佳通	  600182	  S佳通	  1999-05-07	  34000.00	  17000.00	  
600183	  生益科技	  600183	  生益科技	  1998-10-28	  217702.33	  217702.33	  
600184	  光电股份	  600184	  光电股份	  2003-11-06	  50876.08	  50876.08	  
600185	  格力地产	  600185	  格力地产	  1999-06-11	  206021.71	  206021.71	  
600186	  *ST莲花	  600186	  *ST莲花	  1998-08-25	  106202.43	  106202.43	  
600187	  国中水务	  600187	  国中水务	  1998-11-11	  165393.51	  145562.42	  
600188	  兖州煤业	  600188	  兖州煤业	  1998-07-01	  491201.60	  491201.60	  
600189	  吉林森工	  600189	  吉林森工	  1998-10-07	  71687.49	  47700.96	  
600190	  锦州港	  600190	  锦州港	  1999-06-09	  200229.15	  200229.15	  
600191	  华资实业	  600191	  华资实业	  1998-12-10	  48493.20	  48493.20	  
600192	  长城电工	  600192	  长城电工	  1998-12-24	  44174.80	  44174.80	  
600193	  ST创兴	  600193	  ST创兴	  1999-05-27	  42537.30	  42537.30	  
600195	  中牧股份	  600195	  中牧股份	  1999-01-07	  60172.00	  60172.00	  
600196	  复星医药	  600196	  复星医药	  1998-08-07	  256289.85	  246246.19	  
600197	  伊力特	  600197	  伊力特	  1999-09-16	  44100.00	  44100.00	  
600198	  大唐电信	  600198	  大唐电信	  1998-10-21	  88210.85	  88045.47	  
600199	  金种子酒	  600199	  金种子酒	  1998-08-12	  65779.68	  55577.50	  
600200	  江苏吴中	  600200	  江苏吴中	  1999-04-01	  72189.20	  71527.69	  
600201	  生物股份	  600201	  生物股份	  1999-01-15	  115965.54	  112624.02	  
600202	  哈空调	  600202	  哈空调	  1999-06-03	  38334.07	  38334.07	  
600203	  福日电子	  600203	  福日电子	  1999-05-14	  45644.71	  44638.65	  
600206	  有研新材	  600206	  有研新材	  1999-03-19	  84707.83	  83877.83	  
600207	  安彩高科	  600207	  安彩高科	  1999-07-14	  86295.60	  69000.00	  
600208	  新湖中宝	  600208	  新湖中宝	  1999-06-23	  859934.35	  859817.19	  
600209	  ST罗顿	  600209	  ST罗顿	  1999-03-25	  43901.12	  43901.12	  
600210	  紫江企业	  600210	  紫江企业	  1999-08-24	  151673.62	  151673.62	  
600211	  西藏药业	  600211	  西藏药业	  1999-07-21	  17961.92	  14558.90	  
600212	  江泉实业	  600212	  江泉实业	  1999-08-17	  51169.72	  51169.72	  
600213	  亚星客车	  600213	  亚星客车	  1999-08-31	  22000.00	  22000.00	  
600215	  长春经开	  600215	  长春经开	  1999-09-09	  46503.29	  46503.29	  
600216	  浙江医药	  600216	  浙江医药	  1999-10-21	  96525.80	  95592.67	  
600217	  中再资环	  600217	  中再资环	  1999-12-16	  138865.98	  131891.08	  
600218	  全柴动力	  600218	  全柴动力	  1998-12-03	  36875.50	  36875.50	  
600219	  南山铝业	  600219	  南山铝业	  1999-12-23	  1195048.15	  978733.95	  
600220	  江苏阳光	  600220	  江苏阳光	  1999-09-27	  178334.03	  178334.03	  
600221	  海航控股	  600221	  海航控股	  1999-11-25	  1680612.03	  1680544.91	  
600222	  太龙药业	  600222	  太龙药业	  1999-11-05	  57388.63	  57038.26	  
600223	  鲁商置业	  600223	  鲁商置业	  2000-01-13	  100096.80	  100096.80	  
600225	  天津松江	  600225	  天津松江	  2000-01-27	  93549.26	  93288.14	  
600226	  瀚叶股份	  600226	  瀚叶股份	  1999-11-16	  313864.01	  199286.90	  
600227	  圣济堂	  600227	  圣济堂	  2000-02-21	  169313.42	  124540.08	  
600228	  ST昌九	  600228	  ST昌九	  1999-01-19	  24132.00	  24132.00	  
600229	  城市传媒	  600229	  城市传媒	  2000-03-09	  70209.60	  70209.60	  
600230	  沧州大化	  600230	  沧州大化	  2000-04-06	  41186.35	  41186.35	  
600231	  凌钢股份	  600231	  凌钢股份	  2000-05-11	  277108.27	  277108.27	  
600232	  金鹰股份	  600232	  金鹰股份	  2000-06-02	  36471.85	  36471.85	  
600233	  圆通速递	  600233	  圆通速递	  2000-06-08	  283086.88	  78823.52	  
600234	  *ST山水	  600234	  *ST山水	  2000-06-15	  20244.59	  20244.59	  
600235	  民丰特纸	  600235	  民丰特纸	  2000-06-15	  35130.00	  35130.00	  
600236	  桂冠电力	  600236	  桂冠电力	  2000-03-23	  606336.75	  606336.75	  
600237	  铜峰电子	  600237	  铜峰电子	  2000-06-09	  56436.96	  56436.96	  
600238	  ST椰岛	  600238	  ST椰岛	  2000-01-20	  44820.00	  44500.16	  
600239	  云南城投	  600239	  云南城投	  1999-12-02	  160568.69	  160568.69	  
600240	  *ST华业	  600240	  *ST华业	  2000-06-28	  142425.36	  142425.36	  
600241	  时代万恒	  600241	  时代万恒	  2000-11-28	  29430.21	  25156.71	  
600242	  中昌数据	  600242	  中昌数据	  2000-12-07	  45666.51	  30374.68	  
600243	  青海华鼎	  600243	  青海华鼎	  2000-11-20	  43885.00	  43885.00	  
600246	  万通地产	  600246	  万通地产	  2000-09-22	  205400.93	  121680.00	  
600247	  ST成城	  600247	  ST成城	  2000-11-23	  33644.16	  33644.16	  
600248	  延长化建	  600248	  延长化建	  2000-06-22	  91795.27	  60760.60	  
600249	  两面针	  600249	  两面针	  2004-01-30	  55000.00	  55000.00	  
600250	  南纺股份	  600250	  南纺股份	  2001-03-06	  25869.25	  25869.25	  
600251	  冠农股份	  600251	  冠农股份	  2003-06-09	  78484.20	  78484.20	  
600252	  中恒集团	  600252	  中恒集团	  2000-11-30	  347510.71	  347510.71	  
600255	  梦舟股份	  600255	  梦舟股份	  2000-11-22	  176959.36	  176959.36	  
600256	  广汇能源	  600256	  广汇能源	  2000-05-26	  679397.50	  673710.33	  
600257	  大湖股份	  600257	  大湖股份	  2000-06-12	  48123.72	  42705.00	  
600258	  首旅酒店	  600258	  首旅酒店	  2000-06-01	  98772.30	  62460.93	  
600259	  广晟有色	  600259	  广晟有色	  2000-05-25	  30180.23	  26212.26	  
600260	  凯乐科技	  600260	  凯乐科技	  2000-07-06	  71479.64	  67607.06	  
600261	  阳光照明	  600261	  阳光照明	  2000-07-20	  145210.29	  145210.29	  
600262	  北方股份	  600262	  北方股份	  2000-06-30	  17000.00	  17000.00	  
600265	  ST景谷	  600265	  ST景谷	  2000-08-25	  12980.00	  12980.00	  
600266	  北京城建	  600266	  北京城建	  1999-02-03	  188044.80	  188044.80	  
600267	  海正药业	  600267	  海正药业	  2000-07-25	  96553.18	  96553.18	  
600268	  国电南自	  600268	  国电南自	  1999-11-18	  69526.52	  63524.64	  
600269	  赣粤高速	  600269	  赣粤高速	  2000-05-18	  233540.70	  233540.70	  
600271	  航天信息	  600271	  航天信息	  2003-07-11	  186251.50	  185279.50	  
600272	  开开实业	  600272	  开开实业	  1997-01-08	  24300.00	  24000.00	  
600273	  嘉化能源	  600273	  嘉化能源	  2003-06-27	  143273.05	  141373.26	  
600275	  ST昌鱼	  600275	  ST昌鱼	  2000-08-10	  50883.72	  50883.72	  
600276	  恒瑞医药	  600276	  恒瑞医药	  2000-10-18	  442281.42	  440391.50	  
600277	  亿利洁能	  600277	  亿利洁能	  2000-07-25	  273894.01	  267400.51	  
600278	  东方创业	  600278	  东方创业	  2000-07-12	  52224.17	  52224.17	  
600279	  重庆港九	  600279	  重庆港九	  2000-07-31	  69295.86	  69295.86	  
600280	  中央商场	  600280	  中央商场	  2000-09-26	  114833.49	  114833.49	  
600281	  太化股份	  600281	  太化股份	  2000-11-09	  51440.20	  51440.20	  
600282	  南钢股份	  600282	  南钢股份	  2000-09-19	  442713.79	  442713.79	  
600283	  钱江水利	  600283	  钱江水利	  2000-10-18	  35299.58	  35299.58	  
600284	  浦东建设	  600284	  浦东建设	  2004-03-16	  97025.60	  97025.60	  
600285	  羚锐制药	  600285	  羚锐制药	  2000-10-18	  58644.91	  58644.91	  
600287	  江苏舜天	  600287	  江苏舜天	  2000-09-01	  43679.61	  43679.61	  
600288	  大恒科技	  600288	  大恒科技	  2000-11-29	  43680.00	  43680.00	  
600289	  *ST信通	  600289	  *ST信通	  2000-07-20	  63105.21	  56592.27	  
600290	  华仪电气	  600290	  华仪电气	  2000-11-06	  75990.35	  75990.35	  
600291	  西水股份	  600291	  西水股份	  2000-07-31	  109306.44	  109306.44	  
600292	  远达环保	  600292	  远达环保	  2000-11-01	  78081.69	  78081.69	  
600293	  三峡新材	  600293	  三峡新材	  2000-09-19	  116213.20	  51675.39	  
600295	  鄂尔多斯	  600295	  鄂尔多斯	  1995-10-20	  136037.95	  103200.00	  
600297	  广汇汽车	  600297	  广汇汽车	  2000-11-16	  818362.48	  811030.18	  
600298	  安琪酵母	  600298	  安琪酵母	  2000-08-18	  82408.09	  82408.09	  
600299	  安迪苏	  600299	  安迪苏	  2000-04-20	  268190.13	  268190.13	  
600300	  维维股份	  600300	  维维股份	  2000-06-30	  167200.00	  167200.00	  
600301	  ST南化	  600301	  ST南化	  2000-07-12	  23514.81	  23514.81	  
600302	  标准股份	  600302	  标准股份	  2000-12-13	  34600.98	  34600.98	  
600303	  曙光股份	  600303	  曙光股份	  2000-12-26	  67560.42	  62032.43	  
600305	  恒顺醋业	  600305	  恒顺醋业	  2001-02-06	  78355.94	  78355.94	  
600306	  商业城	  600306	  商业城	  2000-12-26	  17813.89	  17740.57	  
600307	  酒钢宏兴	  600307	  酒钢宏兴	  2000-12-20	  626335.74	  626335.74	  
600308	  华泰股份	  600308	  华泰股份	  2000-09-28	  116756.14	  116756.14	  
600309	  万华化学	  600309	  万华化学	  2000-01-05	  313974.66	  142375.64	  
600310	  桂东电力	  600310	  桂东电力	  2001-02-28	  82777.50	  82777.50	  
600311	  荣华实业	  600311	  荣华实业	  2001-06-26	  66560.00	  66560.00	  
600312	  平高电气	  600312	  平高电气	  2001-02-21	  135692.13	  135692.13	  
600313	  农发种业	  600313	  农发种业	  2001-01-19	  108219.87	  101939.71	  
600315	  上海家化	  600315	  上海家化	  2001-03-15	  67124.85	  67124.85	  
600316	  洪都航空	  600316	  洪都航空	  2000-12-15	  71711.45	  71711.45	  
600317	  营口港	  600317	  营口港	  2002-01-31	  647298.30	  647298.30	  
600318	  新力金融	  600318	  新力金融	  2000-12-08	  51336.44	  48400.00	  
600319	  亚星化学	  600319	  亚星化学	  2001-03-26	  31559.40	  31559.40	  
600320	  振华重工	  600320	  振华重工	  2000-12-21	  526835.35	  526835.35	  
600321	  ST正源	  600321	  ST正源	  2001-05-24	  151055.00	  151055.00	  
600322	  天房发展	  600322	  天房发展	  2001-09-10	  110570.00	  110570.00	  
600323	  瀚蓝环境	  600323	  瀚蓝环境	  2000-12-25	  76626.40	  76626.40	  
600325	  华发股份	  600325	  华发股份	  2004-02-25	  211764.71	  210761.44	  
600326	  西藏天路	  600326	  西藏天路	  2001-01-16	  86538.45	  86538.45	  
600327	  大东方	  600327	  大东方	  2002-06-25	  88477.95	  88477.95	  
600328	  兰太实业	  600328	  兰太实业	  2000-12-22	  43803.11	  43803.11	  
600329	  中新药业	  600329	  中新药业	  2001-06-06	  76887.31	  76586.81	  
600330	  天通股份	  600330	  天通股份	  2001-01-18	  99656.57	  99656.57	  
600331	  宏达股份	  600331	  宏达股份	  2001-12-20	  203200.00	  203200.00	  
600332	  白云山	  600332	  白云山	  2001-02-06	  162579.09	  129107.93	  
600333	  长春燃气	  600333	  长春燃气	  2000-12-11	  60903.07	  52961.98	  
600335	  国机汽车	  600335	  国机汽车	  2001-03-05	  145687.54	  102973.68	  
600336	  澳柯玛	  600336	  澳柯玛	  2000-12-29	  79918.33	  73233.70	  
600337	  美克家居	  600337	  美克家居	  2000-11-27	  177091.27	  172831.12	  
600338	  西藏珠峰	  600338	  西藏珠峰	  2000-12-27	  91421.02	  91421.02	  
600339	  中油工程	  600339	  中油工程	  2000-12-25	  558314.75	  155218.07	  
600340	  华夏幸福	  600340	  华夏幸福	  2003-12-30	  300259.17	  295494.67	  
600343	  航天动力	  600343	  航天动力	  2003-04-08	  63820.63	  63820.63	  
600345	  长江通信	  600345	  长江通信	  2000-12-22	  19800.00	  19800.00	  
600346	  恒力石化	  600346	  恒力石化	  2001-08-20	  703909.98	  463193.56	  
600348	  阳泉煤业	  600348	  阳泉煤业	  2003-08-21	  240500.00	  240500.00	  
600350	  山东高速	  600350	  山东高速	  2002-03-18	  481116.59	  481116.59	  
600351	  亚宝药业	  600351	  亚宝药业	  2002-09-26	  77000.00	  77000.00	  
600352	  浙江龙盛	  600352	  浙江龙盛	  2003-08-01	  325333.19	  325333.19	  
600353	  旭光股份	  600353	  旭光股份	  2002-11-20	  54372.00	  54372.00	  
600354	  敦煌种业	  600354	  敦煌种业	  2004-01-15	  52780.21	  52780.21	  
600355	  精伦电子	  600355	  精伦电子	  2002-06-13	  49208.92	  49208.92	  
600356	  恒丰纸业	  600356	  恒丰纸业	  2001-04-19	  29873.14	  29873.14	  
600358	  国旅联合	  600358	  国旅联合	  2000-09-22	  50493.67	  50493.67	  
600359	  新农开发	  600359	  新农开发	  1999-04-29	  38151.28	  38151.28	  
600360	  华微电子	  600360	  华微电子	  2001-03-16	  96427.13	  95506.83	  
600361	  华联综超	  600361	  华联综超	  2001-11-29	  66580.79	  66580.79	  
600362	  江西铜业	  600362	  江西铜业	  2002-01-11	  346272.94	  346272.94	  
600363	  联创光电	  600363	  联创光电	  2001-03-29	  44347.68	  44347.68	  
600365	  通葡股份	  600365	  通葡股份	  2001-01-15	  40000.00	  40000.00	  
600366	  宁波韵升	  600366	  宁波韵升	  2000-10-30	  98911.37	  98911.37	  
600367	  红星发展	  600367	  红星发展	  2001-03-20	  29804.50	  29120.00	  
600368	  五洲交通	  600368	  五洲交通	  2000-12-21	  112563.21	  112563.21	  
600369	  西南证券	  600369	  西南证券	  2001-01-09	  564510.91	  564510.91	  
600370	  三房巷	  600370	  三房巷	  2003-03-06	  79724.42	  79724.42	  
600371	  万向德农	  600371	  万向德农	  2002-09-16	  22506.00	  22506.00	  
600372	  中航电子	  600372	  中航电子	  2001-07-06	  175951.95	  175951.95	  
600373	  中文传媒	  600373	  中文传媒	  2002-03-04	  137794.00	  137794.00	  
600375	  华菱星马	  600375	  华菱星马	  2003-04-01	  55574.06	  55574.06	  
600376	  首开股份	  600376	  首开股份	  2001-03-12	  257956.52	  257956.52	  
600377	  宁沪高速	  600377	  宁沪高速	  2001-01-16	  503774.75	  501998.14	  
600378	  昊华科技	  600378	  昊华科技	  2001-01-11	  83718.60	  29719.33	  
600379	  宝光股份	  600379	  宝光股份	  2002-01-16	  23585.83	  23585.83	  
600380	  健康元	  600380	  健康元	  2001-06-08	  193803.33	  193803.33	  
600381	  青海春天	  600381	  青海春天	  2001-05-08	  58706.07	  58706.07	  
600382	  广东明珠	  600382	  广东明珠	  2001-01-18	  60687.22	  44427.06	  
600383	  金地集团	  600383	  金地集团	  2001-04-12	  451458.36	  451458.36	  
600385	  *ST金泰	  600385	  *ST金泰	  2001-07-23	  14810.71	  14277.38	  
600386	  北巴传媒	  600386	  北巴传媒	  2001-02-16	  80640.00	  80640.00	  
600387	  海越能源	  600387	  海越能源	  2004-02-18	  47358.25	  38571.00	  
600388	  龙净环保	  600388	  龙净环保	  2000-12-29	  106905.00	  106905.00	  
600389	  江山股份	  600389	  江山股份	  2001-01-10	  29700.00	  29700.00	  
600390	  五矿资本	  600390	  五矿资本	  2001-01-15	  374838.79	  51353.77	  
600391	  航发科技	  600391	  航发科技	  2001-12-12	  33012.94	  33012.94	  
600392	  盛和资源	  600392	  盛和资源	  2003-05-29	  175516.71	  143427.24	  
600393	  粤泰股份	  600393	  粤泰股份	  2001-03-19	  253624.79	  98820.56	  
600395	  盘江股份	  600395	  盘江股份	  2001-05-31	  165505.19	  165505.19	  
600396	  *ST金山	  600396	  *ST金山	  2001-03-28	  147270.68	  147270.68	  
600397	  安源煤业	  600397	  安源煤业	  2002-07-02	  98995.99	  98995.99	  
600398	  海澜之家	  600398	  海澜之家	  2000-12-28	  442000.67	  442000.67	  
600399	  ST抚钢	  600399	  ST抚钢	  2000-12-29	  197210.00	  197210.00	  
600400	  红豆股份	  600400	  红豆股份	  2001-01-08	  253325.69	  249635.71	  
600403	  大有能源	  600403	  大有能源	  2003-10-09	  239081.24	  239081.24	  
600405	  动力源	  600405	  动力源	  2004-04-01	  55327.54	  55327.54	  
600406	  国电南瑞	  600406	  国电南瑞	  2003-10-16	  462211.51	  293489.89	  
600408	  ST安泰	  600408	  ST安泰	  2003-02-12	  100680.00	  100680.00	  
600409	  三友化工	  600409	  三友化工	  2003-06-18	  206434.94	  203732.24	  
600410	  华胜天成	  600410	  华胜天成	  2004-04-27	  110231.84	  109874.34	  
600415	  小商品城	  600415	  小商品城	  2002-05-09	  544321.42	  544321.42	  
600416	  湘电股份	  600416	  湘电股份	  2002-07-18	  94583.43	  88144.16	  
600418	  江淮汽车	  600418	  江淮汽车	  2001-08-24	  189331.21	  189331.21	  
600419	  天润乳业	  600419	  天润乳业	  2001-06-28	  20711.44	  20711.44	  
600420	  现代制药	  600420	  现代制药	  2004-06-16	  105622.69	  57546.68	  
600421	  *ST仰帆	  600421	  *ST仰帆	  2004-06-07	  19560.00	  19560.00	  
600422	  昆药集团	  600422	  昆药集团	  2000-12-06	  76121.78	  75893.84	  
600423	  *ST柳化	  600423	  *ST柳化	  2003-07-17	  79869.50	  79869.50	  
600425	  青松建化	  600425	  青松建化	  2003-07-24	  137879.01	  137879.01	  
600426	  华鲁恒升	  600426	  华鲁恒升	  2002-06-20	  162665.98	  161741.69	  
600428	  中远海特	  600428	  中远海特	  2002-04-18	  214665.08	  214665.08	  
600429	  三元股份	  600429	  三元股份	  2003-09-15	  149755.74	  88500.00	  
600433	  冠豪高新	  600433	  冠豪高新	  2003-06-19	  127131.54	  127131.54	  
600435	  北方导航	  600435	  北方导航	  2003-07-04	  148932.00	  148932.00	  
600436	  片仔癀	  600436	  片仔癀	  2003-06-16	  60331.72	  60331.72	  
600438	  通威股份	  600438	  通威股份	  2004-03-02	  388237.22	  295947.06	  
600439	  瑞贝卡	  600439	  瑞贝卡	  2003-07-10	  113198.54	  113198.54	  
600444	  国机通用	  600444	  国机通用	  2004-02-19	  14642.19	  14642.19	  
600446	  金证股份	  600446	  金证股份	  2003-12-24	  85321.05	  85321.05	  
600448	  华纺股份	  600448	  华纺股份	  2001-09-03	  52484.97	  51469.74	  
600449	  宁夏建材	  600449	  宁夏建材	  2003-08-29	  47818.10	  47818.10	  
600452	  涪陵电力	  600452	  涪陵电力	  2004-03-03	  31360.00	  31360.00	  
600455	  博通股份	  600455	  博通股份	  2004-03-29	  6245.80	  6245.80	  
600456	  宝钛股份	  600456	  宝钛股份	  2002-04-12	  43026.57	  43026.57	  
600458	  时代新材	  600458	  时代新材	  2002-12-19	  80279.82	  80279.82	  
600459	  贵研铂业	  600459	  贵研铂业	  2003-05-16	  43770.80	  43770.80	  
600460	  士兰微	  600460	  士兰微	  2003-03-11	  131206.16	  131206.16	  
600461	  洪城水业	  600461	  洪城水业	  2004-06-01	  78959.36	  78959.36	  
600462	  *ST九有	  600462	  *ST九有	  2003-09-03	  53378.00	  53378.00	  
600463	  空港股份	  600463	  空港股份	  2004-03-18	  30000.00	  30000.00	  
600466	  蓝光发展	  600466	  蓝光发展	  2001-02-12	  298410.80	  298410.80	  
600467	  好当家	  600467	  好当家	  2004-04-05	  146099.43	  146099.43	  
600468	  百利电气	  600468	  百利电气	  2001-06-15	  112189.50	  112189.50	  
600469	  风神股份	  600469	  风神股份	  2003-10-21	  56241.32	  56241.32	  
600470	  六国化工	  600470	  六国化工	  2004-03-05	  52160.00	  52160.00	  
600475	  华光股份	  600475	  华光股份	  2003-07-21	  55939.22	  14049.55	  
600476	  湘邮科技	  600476	  湘邮科技	  2003-12-10	  16107.00	  16107.00	  
600477	  杭萧钢构	  600477	  杭萧钢构	  2003-11-10	  214881.60	  214806.26	  
600478	  科力远	  600478	  科力远	  2003-09-18	  165328.14	  146968.67	  
600479	  千金药业	  600479	  千金药业	  2004-03-12	  41850.71	  41850.71	  
600480	  凌云股份	  600480	  凌云股份	  2003-08-15	  55065.55	  54532.97	  
600481	  双良节能	  600481	  双良节能	  2003-04-22	  163739.58	  162661.58	  
600482	  中国动力	  600482	  中国动力	  2004-07-14	  171626.50	  89109.76	  
600483	  福能股份	  600483	  福能股份	  2004-05-31	  155183.08	  155183.08	  
600485	  *ST信威	  600485	  *ST信威	  2003-08-07	  292374.28	  181254.96	  
600486	  扬农化工	  600486	  扬农化工	  2002-04-25	  30989.89	  30989.89	  
600487	  亨通光电	  600487	  亨通光电	  2003-08-22	  190368.58	  186032.54	  
600488	  天药股份	  600488	  天药股份	  2001-06-18	  109188.67	  96871.69	  
600489	  中金黄金	  600489	  中金黄金	  2003-08-14	  345113.72	  345113.72	  
600490	  鹏欣资源	  600490	  鹏欣资源	  2003-06-26	  221864.71	  149136.97	  
600491	  龙元建设	  600491	  龙元建设	  2004-05-24	  152975.80	  152975.80	  
600493	  凤竹纺织	  600493	  凤竹纺织	  2004-04-21	  27200.00	  27200.00	  
600495	  晋西车轴	  600495	  晋西车轴	  2004-05-26	  120819.09	  120819.09	  
600496	  精工钢构	  600496	  精工钢构	  2002-06-05	  181044.52	  151044.52	  
600497	  驰宏锌锗	  600497	  驰宏锌锗	  2004-04-20	  509129.16	  430989.82	  
600498	  烽火通信	  600498	  烽火通信	  2001-08-23	  116870.06	  110693.92	  
600499	  科达洁能	  600499	  科达洁能	  2002-10-10	  157720.57	  141146.43	  
600500	  中化国际	  600500	  中化国际	  2000-03-01	  208301.27	  208301.27	  
600501	  航天晨光	  600501	  航天晨光	  2001-06-15	  42128.36	  42128.36	  
600502	  安徽水利	  600502	  安徽水利	  2003-04-15	  172116.03	  91073.00	  
600503	  华丽家族	  600503	  华丽家族	  2002-07-09	  160229.00	  160229.00	  
600505	  西昌电力	  600505	  西昌电力	  2002-05-30	  36456.75	  36456.75	  
600506	  香梨股份	  600506	  香梨股份	  2001-12-26	  14770.69	  14770.69	  
600507	  方大特钢	  600507	  方大特钢	  2003-09-30	  144987.15	  138695.62	  
600508	  上海能源	  600508	  上海能源	  2001-08-29	  72271.80	  72271.80	  
600509	  天富能源	  600509	  天富能源	  2002-02-28	  115141.50	  90569.66	  
600510	  黑牡丹	  600510	  黑牡丹	  2002-06-18	  104709.50	  104709.50	  
600511	  国药股份	  600511	  国药股份	  2002-11-27	  76440.44	  27764.34	  
600512	  腾达建设	  600512	  腾达建设	  2002-12-26	  159890.28	  153739.94	  
600513	  联环药业	  600513	  联环药业	  2003-03-19	  28545.63	  28545.63	  
600515	  海航基础	  600515	  海航基础	  2002-08-06	  390759.25	  165829.54	  
600516	  方大炭素	  600516	  方大炭素	  2002-08-30	  269245.74	  264076.03	  
600517	  置信电气	  600517	  置信电气	  2003-10-10	  135616.78	  135616.78	  
600518	  ST康美	  600518	  ST康美	  2001-03-19	  497386.17	  440878.70	  
600519	  贵州茅台	  600519	  贵州茅台	  2001-08-27	  125619.78	  125619.78	  
600520	  文一科技	  600520	  文一科技	  2002-01-08	  15843.00	  15843.00	  
600521	  华海药业	  600521	  华海药业	  2003-03-04	  125083.86	  123647.39	  
600522	  中天科技	  600522	  中天科技	  2002-10-24	  306607.25	  306607.25	  
600523	  贵航股份	  600523	  贵航股份	  2001-12-27	  40431.13	  40404.46	  
600525	  长园集团	  600525	  长园集团	  2002-12-02	  132366.68	  130577.52	  
600526	  *ST菲达	  600526	  *ST菲达	  2002-07-22	  54740.47	  54740.47	  
600527	  江南高纤	  600527	  江南高纤	  2003-11-27	  144313.41	  120313.41	  
600528	  中铁工业	  600528	  中铁工业	  2001-05-28	  222155.16	  183774.89	  
600529	  山东药玻	  600529	  山东药玻	  2002-06-03	  59496.77	  50446.50	  
600530	  交大昂立	  600530	  交大昂立	  2001-07-02	  78000.00	  78000.00	  
600531	  豫光金铅	  600531	  豫光金铅	  2002-07-30	  109024.26	  109024.26	  
600532	  宏达矿业	  600532	  宏达矿业	  2002-10-31	  51606.57	  51606.57	  
600533	  栖霞建设	  600533	  栖霞建设	  2002-03-28	  105000.00	  105000.00	  
600535	  天士力	  600535	  天士力	  2002-08-23	  151266.62	  151266.62	  
600536	  中国软件	  600536	  中国软件	  2002-05-17	  49456.28	  49456.28	  
600537	  亿晶光电	  600537	  亿晶光电	  2003-01-23	  117635.93	  117635.93	  
600538	  国发股份	  600538	  国发股份	  2003-01-14	  46440.12	  46440.12	  
600539	  ST狮头	  600539	  ST狮头	  2001-08-24	  23000.00	  23000.00	  
600540	  新赛股份	  600540	  新赛股份	  2004-01-07	  47092.33	  47092.33	  
600543	  莫高股份	  600543	  莫高股份	  2004-03-24	  32112.00	  32112.00	  
600545	  卓郎智能	  600545	  卓郎智能	  2003-12-03	  189541.30	  67578.58	  
600546	  山煤国际	  600546	  山煤国际	  2003-07-31	  198245.61	  198245.61	  
600547	  山东黄金	  600547	  山东黄金	  2003-08-28	  221400.83	  180839.02	  
600548	  深高速	  600548	  深高速	  2001-12-25	  218077.03	  218077.03	  
600549	  厦门钨业	  600549	  厦门钨业	  2002-11-07	  141330.63	  140604.62	  
600550	  保变电气	  600550	  保变电气	  2001-02-28	  184152.85	  153460.71	  
600551	  时代出版	  600551	  时代出版	  2002-09-05	  50582.53	  50582.53	  
600552	  凯盛科技	  600552	  凯盛科技	  2002-11-08	  76388.40	  76388.40	  
600555	  海航创新	  600555	  海航创新	  2001-03-28	  130350.00	  130350.00	  
600556	  ST慧球	  600556	  ST慧球	  2001-08-07	  39479.37	  39479.37	  
600557	  康缘药业	  600557	  康缘药业	  2002-09-18	  59288.10	  57496.32	  
600558	  大西洋	  600558	  大西洋	  2001-02-27	  89760.48	  89760.48	  
600559	  老白干酒	  600559	  老白干酒	  2002-10-29	  89728.74	  82468.82	  
600560	  金自天正	  600560	  金自天正	  2002-09-19	  22364.55	  22364.55	  
600561	  江西长运	  600561	  江西长运	  2002-07-16	  23706.40	  23706.40	  
600562	  国睿科技	  600562	  国睿科技	  2003-01-28	  62235.07	  62235.07	  
600563	  法拉电子	  600563	  法拉电子	  2002-12-10	  22500.00	  22500.00	  
600565	  迪马股份	  600565	  迪马股份	  2002-07-23	  243797.63	  236877.63	  
600566	  济川药业	  600566	  济川药业	  2001-08-22	  81492.18	  81492.18	  
600567	  山鹰纸业	  600567	  山鹰纸业	  2001-12-18	  458470.67	  458470.67	  
600568	  中珠医疗	  600568	  中珠医疗	  2001-05-18	  199286.97	  166906.73	  
